Unique ID,Name,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value
669671,Fine particles (PM 2.5),UHF34,210,Coney Island - Sheepshead Bay,Summer 2020,6/1/20,6.54
173149,Fine particles (PM 2.5),UHF34,410,Rockaways,Winter 2009-10,12/1/09,7.95
173217,Fine particles (PM 2.5),UHF34,410,Rockaways,Winter 2011-12,12/1/11,6.73
334209,Fine particles (PM 2.5),CD,109,Morningside Heights and Hamilton Heights (CD9),Winter 2014-15,12/1/14,10.31
170410,Fine particles (PM 2.5),CD,111,East Harlem (CD11),Annual Average 2013,12/1/12,9.71
547630,Fine particles (PM 2.5),CD,111,East Harlem (CD11),Annual Average 2017,1/1/17,8.09
605919,Fine particles (PM 2.5),CD,109,Morningside Heights and Hamilton Heights (CD9),Summer 2018,6/1/18,8.87
547629,Fine particles (PM 2.5),CD,111,East Harlem (CD11),Summer 2017,6/1/17,10.04
547631,Fine particles (PM 2.5),CD,111,East Harlem (CD11),Winter 2016-17,12/1/16,8.43
168621,Fine particles (PM 2.5),CD,409,Kew Gardens and Woodhaven (CD9),Winter 2011-12,12/1/11,8.82
214158,Fine particles (PM 2.5),CD,409,Kew Gardens and Woodhaven (CD9),Annual Average 2014,12/1/13,8.65
605955,Fine particles (PM 2.5),CD,209,Parkchester and Soundview (CD9),Summer 2018,6/1/18,8.5
214130,Fine particles (PM 2.5),CD,211,Morris Park and Bronxdale (CD11),Annual Average 2014,12/1/13,8.92
547665,Fine particles (PM 2.5),CD,211,Morris Park and Bronxdale (CD11),Summer 2017,6/1/17,9.18
669876,Fine particles (PM 2.5),CD,211,Morris Park and Bronxdale (CD11),Summer 2020,6/1/20,7.17
669960,Fine particles (PM 2.5),CD,409,Kew Gardens and Woodhaven (CD9),Summer 2020,6/1/20,6.84
214160,Fine particles (PM 2.5),CD,411,Bayside and Little Neck (CD11),Annual Average 2014,12/1/13,8.29
547755,Fine particles (PM 2.5),CD,411,Bayside and Little Neck (CD11),Summer 2017,6/1/17,8.63
547757,Fine particles (PM 2.5),CD,411,Bayside and Little Neck (CD11),Winter 2016-17,12/1/16,7.84
169329,Fine particles (PM 2.5),CD,409,Kew Gardens and Woodhaven (CD9),Summer 2009,6/1/09,10.36
334287,Fine particles (PM 2.5),CD,311,Bensonhurst (CD11),Winter 2014-15,12/1/14,8.37
742497,Fine particles (PM 2.5),CD,311,Bensonhurst (CD11),Annual Average 2021,1/1/21,6.37
334245,Fine particles (PM 2.5),CD,209,Parkchester and Soundview (CD9),Winter 2014-15,12/1/14,9.95
742455,Fine particles (PM 2.5),CD,209,Parkchester and Soundview (CD9),Annual Average 2021,1/1/21,6.69
170422,Fine particles (PM 2.5),CD,211,Morris Park and Bronxdale (CD11),Annual Average 2013,12/1/12,8.71
169301,Fine particles (PM 2.5),CD,211,Morris Park and Bronxdale (CD11),Summer 2009,6/1/09,10.34
170450,Fine particles (PM 2.5),CD,409,Kew Gardens and Woodhaven (CD9),Annual Average 2013,12/1/12,8.38
547750,Fine particles (PM 2.5),CD,409,Kew Gardens and Woodhaven (CD9),Annual Average 2017,1/1/17,7.16
547756,Fine particles (PM 2.5),CD,411,Bayside and Little Neck (CD11),Annual Average 2017,1/1/17,7.01
168503,Fine particles (PM 2.5),CD,409,Kew Gardens and Woodhaven (CD9),Winter 2009-10,12/1/09,9.95
669906,Fine particles (PM 2.5),CD,309,South Crown Heights and Lefferts Gardens (CD9),Summer 2020,6/1/20,6.83
547749,Fine particles (PM 2.5),CD,409,Kew Gardens and Woodhaven (CD9),Summer 2017,6/1/17,8.65
547751,Fine particles (PM 2.5),CD,409,Kew Gardens and Woodhaven (CD9),Winter 2016-17,12/1/16,7.89
606045,Fine particles (PM 2.5),CD,409,Kew Gardens and Woodhaven (CD9),Summer 2018,6/1/18,8.23
165889,Nitrogen dioxide (NO2),CD,309,South Crown Heights and Lefferts Gardens (CD9),Winter 2010-11,12/1/10,32.07
166656,Nitrogen dioxide (NO2),CD,309,South Crown Heights and Lefferts Gardens (CD9),Summer 2009,6/1/09,23.51
741276,Nitrogen dioxide (NO2),CD,409,Kew Gardens and Woodhaven (CD9),Annual Average 2021,1/1/21,15.81
549412,Ozone (O3),CD,109,Morningside Heights and Hamilton Heights (CD9),Summer 2017,6/1/17,26.35
670894,Ozone (O3),CD,109,Morningside Heights and Hamilton Heights (CD9),Summer 2020,6/1/20,29.42
168505,Fine particles (PM 2.5),CD,411,Bayside and Little Neck (CD11),Winter 2009-10,12/1/09,9.11
168623,Fine particles (PM 2.5),CD,411,Bayside and Little Neck (CD11),Winter 2011-12,12/1/11,8.91
606051,Fine particles (PM 2.5),CD,411,Bayside and Little Neck (CD11),Summer 2018,6/1/18,8
669966,Fine particles (PM 2.5),CD,411,Bayside and Little Neck (CD11),Summer 2020,6/1/20,6.73
166818,Nitrogen dioxide (NO2),CD,206,Belmont and East Tremont (CD6),Summer 2012,6/1/12,18.82
602990,Nitrogen dioxide (NO2),CD,208,Riverdale and Fieldston (CD8),Annual Average 2018,1/1/18,15.77
741266,Nitrogen dioxide (NO2),CD,406,Rego Park and Forest Hills (CD6),Summer 2021,6/1/21,11.09
166909,Nitrogen dioxide (NO2),CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2013,6/1/13,16.23
166850,Nitrogen dioxide (NO2),CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2012,6/1/12,16.29
741272,Nitrogen dioxide (NO2),CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2021,6/1/21,10.22
167558,Nitrogen dioxide (NO2),CD,408,Hillcrest and Fresh Meadows (CD8),Annual Average 2009,12/1/08,22.39
167676,Nitrogen dioxide (NO2),CD,408,Hillcrest and Fresh Meadows (CD8),Annual Average 2011,12/1/10,21.67
643698,Nitrogen dioxide (NO2),CD,408,Hillcrest and Fresh Meadows (CD8),Winter 2018-19,12/1/18,19.89
336814,Nitrogen dioxide (NO2),CD,308,Crown Heights and Prospect Heights (CD8),Annual Average 2015,1/1/15,21.29
667705,Nitrogen dioxide (NO2),CD,308,Crown Heights and Prospect Heights (CD8),Annual Average 2020,1/1/20,17.34
165756,Nitrogen dioxide (NO2),CD,206,Belmont and East Tremont (CD6),Winter 2008-09,12/1/08,31.67
643600,Nitrogen dioxide (NO2),CD,206,Belmont and East Tremont (CD6),Annual Average 2019,1/1/19,17.07
602986,Nitrogen dioxide (NO2),CD,206,Belmont and East Tremont (CD6),Winter 2017-18,12/1/17,25.16
212299,Nitrogen dioxide (NO2),UHF42,203,Bedford Stuyvesant - Crown Heights,Winter 2013-14,12/1/13,29.41
643351,Nitrogen dioxide (NO2),UHF42,205,Sunset Park,Annual Average 2019,1/1/19,18.46
165788,Nitrogen dioxide (NO2),CD,408,Hillcrest and Fresh Meadows (CD8),Winter 2008-09,12/1/08,27.99
741133,Nitrogen dioxide (NO2),CD,104,Clinton and Chelsea (CD4),Winter 2020-21,12/1/20,25.81
412673,Nitrogen dioxide (NO2),CD,106,Stuyvesant Town and Turtle Bay (CD6),Winter 2015-16,12/1/15,31.05
166700,Nitrogen dioxide (NO2),CD,206,Belmont and East Tremont (CD6),Summer 2010,6/1/10,21.71
166759,Nitrogen dioxide (NO2),CD,206,Belmont and East Tremont (CD6),Summer 2011,6/1/11,20.25
412709,Nitrogen dioxide (NO2),CD,206,Belmont and East Tremont (CD6),Winter 2015-16,12/1/15,23.64
412710,Nitrogen dioxide (NO2),CD,206,Belmont and East Tremont (CD6),Summer 2016,6/1/16,16.3
166791,Nitrogen dioxide (NO2),CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2011,6/1/11,17.23
166732,Nitrogen dioxide (NO2),CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2010,6/1/10,17.72
131420,Asthma emergency department visits due to PM2.5,UHF42,203,Bedford Stuyvesant - Crown Heights,2009-2011,1/1/09,178.4
628446,Asthma emergency department visits due to PM2.5,UHF42,203,Bedford Stuyvesant - Crown Heights,2015-2017,1/1/15,124.6
628441,Asthma emergency department visits due to PM2.5,UHF42,105,Crotona -Tremont,2015-2017,1/1/15,167.2
131451,Asthma emergency department visits due to PM2.5,UHF42,503,Willowbrook,2009-2011,1/1/09,32.8
549819,Nitrogen dioxide (NO2),UHF42,302,Central Harlem - Morningside Heights,Winter 2016-17,12/1/16,28.51
547526,Fine particles (PM 2.5),UHF34,207,East Flatbush - Flatbush,Winter 2016-17,12/1/16,7.76
173214,Fine particles (PM 2.5),UHF34,407,Southwest Queens,Winter 2011-12,12/1/11,8.45
333978,Fine particles (PM 2.5),UHF42,202,Downtown - Heights - Slope,Winter 2014-15,12/1/14,10.05
547393,Fine particles (PM 2.5),UHF42,202,Downtown - Heights - Slope,Annual Average 2017,1/1/17,8.35
605907,Fine particles (PM 2.5),CD,105,Midtown (CD5),Summer 2018,6/1/18,12.85
214147,Fine particles (PM 2.5),CD,316,Brownsville (CD16),Annual Average 2014,12/1/13,9.21
547683,Fine particles (PM 2.5),CD,305,East New York and Starrett City (CD5),Summer 2017,6/1/17,9
669894,Fine particles (PM 2.5),CD,305,East New York and Starrett City (CD5),Summer 2020,6/1/20,6.85
214154,Fine particles (PM 2.5),CD,405,Ridgewood and Maspeth (CD5),Annual Average 2014,12/1/13,9.16
669948,Fine particles (PM 2.5),CD,405,Ridgewood and Maspeth (CD5),Summer 2020,6/1/20,7.15
547718,Fine particles (PM 2.5),CD,316,Brownsville (CD16),Winter 2016-17,12/1/16,8.12
334233,Fine particles (PM 2.5),CD,205,Fordham and University Heights (CD5),Winter 2014-15,12/1/14,10.85
334197,Fine particles (PM 2.5),CD,105,Midtown (CD5),Winter 2014-15,12/1/14,13.2
170439,Fine particles (PM 2.5),CD,316,Brownsville (CD16),Annual Average 2013,12/1/12,8.82
212928,Fine particles (PM 2.5),UHF42,202,Downtown - Heights - Slope,Annual Average 2014,12/1/13,9.99
177214,Fine particles (PM 2.5),UHF42,406,Fresh Meadows,Winter 2009-10,12/1/09,9.57
547469,Fine particles (PM 2.5),UHF42,406,Fresh Meadows,Winter 2016-17,12/1/16,7.81
547371,Fine particles (PM 2.5),UHF42,102,Northeast Bronx,Summer 2017,6/1/17,9.25
605667,Fine particles (PM 2.5),UHF42,102,Northeast Bronx,Summer 2018,6/1/18,8.33
177204,Fine particles (PM 2.5),UHF42,306,Chelsea - Clinton,Winter 2009-10,12/1/09,13.18
605733,Fine particles (PM 2.5),UHF42,306,Chelsea - Clinton,Summer 2018,6/1/18,11.25
547737,Fine particles (PM 2.5),CD,405,Ridgewood and Maspeth (CD5),Summer 2017,6/1/17,9.26
606033,Fine particles (PM 2.5),CD,405,Ridgewood and Maspeth (CD5),Summer 2018,6/1/18,8.65
547739,Fine particles (PM 2.5),CD,405,Ridgewood and Maspeth (CD5),Winter 2016-17,12/1/16,8.23
336807,Nitrogen dioxide (NO2),CD,305,East New York and Starrett City (CD5),Winter 2014-15,12/1/14,24.66
550076,Nitrogen dioxide (NO2),CD,305,East New York and Starrett City (CD5),Annual Average 2017,1/1/17,17.92
213616,Nitrogen dioxide (NO2),CD,316,Brownsville (CD16),Annual Average 2014,12/1/13,20.91
603051,Nitrogen dioxide (NO2),CD,316,Brownsville (CD16),Summer 2018,6/1/18,13.22
667755,Nitrogen dioxide (NO2),CD,316,Brownsville (CD16),Summer 2020,6/1/20,11.4
549420,Ozone (O3),CD,205,Fordham and University Heights (CD5),Summer 2017,6/1/17,27.24
547716,Fine particles (PM 2.5),CD,316,Brownsville (CD16),Summer 2017,6/1/17,9.18
547769,Fine particles (PM 2.5),CD,501,St. George and Stapleton (CD1),Winter 2016-17,12/1/16,7.23
547767,Fine particles (PM 2.5),CD,501,St. George and Stapleton (CD1),Summer 2017,6/1/17,8.43
606063,Fine particles (PM 2.5),CD,501,St. George and Stapleton (CD1),Summer 2018,6/1/18,7.65
169335,Fine particles (PM 2.5),CD,501,St. George and Stapleton (CD1),Summer 2009,6/1/09,10.58
168568,Fine particles (PM 2.5),CD,501,St. George and Stapleton (CD1),Winter 2010-11,12/1/10,11.97
170456,Fine particles (PM 2.5),CD,501,St. George and Stapleton (CD1),Annual Average 2013,12/1/12,8.11
549416,Ozone (O3),CD,201,Mott Haven and Melrose (CD1),Summer 2017,6/1/17,28.42
121657,Ozone (O3),CD,202,Hunts Point and Longwood (CD2),2-Year Summer Average 2009-2010,6/1/09,27.63
671091,Ozone (O3),CD,501,St. George and Stapleton (CD1),Summer 2020,6/1/20,27.39
605350,Ozone (O3),CD,402,Woodside and Sunnyside (CD2),Summer 2018,6/1/18,29.7
166873,Nitrogen dioxide (NO2),CD,202,Hunts Point and Longwood (CD2),Summer 2013,6/1/13,17.22
166814,Nitrogen dioxide (NO2),CD,202,Hunts Point and Longwood (CD2),Summer 2012,6/1/12,17.78
602933,Nitrogen dioxide (NO2),CD,101,Financial District (CD1),Annual Average 2018,1/1/18,25.32
166861,Nitrogen dioxide (NO2),CD,102,Greenwich Village and Soho (CD2),Summer 2013,6/1/13,26.19
166802,Nitrogen dioxide (NO2),CD,102,Greenwich Village and Soho (CD2),Summer 2012,6/1/12,27.46
741128,Nitrogen dioxide (NO2),CD,102,Greenwich Village and Soho (CD2),Summer 2021,6/1/21,17.82
603062,Nitrogen dioxide (NO2),CD,402,Woodside and Sunnyside (CD2),Annual Average 2018,1/1/18,21.13
412828,Nitrogen dioxide (NO2),CD,501,St. George and Stapleton (CD1),Annual Average 2016,12/31/15,16.86
603059,Nitrogen dioxide (NO2),CD,401,Long Island City and Astoria (CD1),Annual Average 2018,1/1/18,19.5
603008,Nitrogen dioxide (NO2),CD,302,Fort Greene and Brooklyn Heights (CD2),Annual Average 2018,1/1/18,21.09
741200,Nitrogen dioxide (NO2),CD,302,Fort Greene and Brooklyn Heights (CD2),Summer 2021,6/1/21,14.53
643722,Nitrogen dioxide (NO2),CD,502,South Beach and Willowbrook (CD2),Winter 2018-19,12/1/18,16.05
667861,Nitrogen dioxide (NO2),CD,502,South Beach and Willowbrook (CD2),Annual Average 2020,1/1/20,11.49
667771,Nitrogen dioxide (NO2),CD,401,Long Island City and Astoria (CD1),Annual Average 2020,1/1/20,17.63
336796,Nitrogen dioxide (NO2),CD,302,Fort Greene and Brooklyn Heights (CD2),Annual Average 2015,1/1/15,22.4
602974,Nitrogen dioxide (NO2),CD,202,Hunts Point and Longwood (CD2),Winter 2017-18,12/1/17,27.01
165752,Nitrogen dioxide (NO2),CD,202,Hunts Point and Longwood (CD2),Winter 2008-09,12/1/08,30.52
602935,Nitrogen dioxide (NO2),CD,101,Financial District (CD1),Winter 2017-18,12/1/17,30.19
165740,Nitrogen dioxide (NO2),CD,102,Greenwich Village and Soho (CD2),Winter 2008-09,12/1/08,39.68
213279,Nitrogen dioxide (NO2),CD,501,St. George and Stapleton (CD1),Winter 2013-14,12/1/13,24.27
643717,Nitrogen dioxide (NO2),CD,501,St. George and Stapleton (CD1),Annual Average 2019,1/1/19,15.05
168557,Fine particles (PM 2.5),CD,404,Elmhurst and Corona (CD4),Winter 2010-11,12/1/10,12.67
169324,Fine particles (PM 2.5),CD,404,Elmhurst and Corona (CD4),Summer 2009,6/1/09,10.83
169319,Fine particles (PM 2.5),CD,317,East Flatbush (CD17),Summer 2009,6/1/09,10.88
170440,Fine particles (PM 2.5),CD,317,East Flatbush (CD17),Annual Average 2013,12/1/12,8.69
547720,Fine particles (PM 2.5),CD,317,East Flatbush (CD17),Annual Average 2017,1/1/17,7.49
169320,Fine particles (PM 2.5),CD,318,Flatlands and Canarsie (CD18),Summer 2009,6/1/09,10.33
168553,Fine particles (PM 2.5),CD,318,Flatlands and Canarsie (CD18),Winter 2010-11,12/1/10,11.79
170441,Fine particles (PM 2.5),CD,318,Flatlands and Canarsie (CD18),Annual Average 2013,12/1/12,8.16
121688,Ozone (O3),CD,403,Jackson Heights (CD3),2-Year Summer Average 2009-2010,6/1/09,26.9
121689,Ozone (O3),CD,404,Elmhurst and Corona (CD4),2-Year Summer Average 2009-2010,6/1/09,26.7
412702,Nitrogen dioxide (NO2),CD,203,Morrisania and Crotona (CD3),Annual Average 2016,12/31/15,20.07
602975,Nitrogen dioxide (NO2),CD,203,Morrisania and Crotona (CD3),Annual Average 2018,1/1/18,19.82
741170,Nitrogen dioxide (NO2),CD,204,Highbridge and Concourse (CD4),Summer 2021,6/1/21,14.26
166841,Nitrogen dioxide (NO2),CD,317,East Flatbush (CD17),Summer 2012,6/1/12,16.97
412780,Nitrogen dioxide (NO2),CD,317,East Flatbush (CD17),Annual Average 2016,12/31/15,18.94
166842,Nitrogen dioxide (NO2),CD,318,Flatlands and Canarsie (CD18),Summer 2012,6/1/12,12.42
166901,Nitrogen dioxide (NO2),CD,318,Flatlands and Canarsie (CD18),Summer 2013,6/1/13,11.98
166886,Nitrogen dioxide (NO2),CD,303,Bedford Stuyvesant (CD3),Summer 2013,6/1/13,19.35
166827,Nitrogen dioxide (NO2),CD,303,Bedford Stuyvesant (CD3),Summer 2012,6/1/12,19.68
412738,Nitrogen dioxide (NO2),CD,303,Bedford Stuyvesant (CD3),Annual Average 2016,12/31/15,20.79
167667,Nitrogen dioxide (NO2),CD,317,East Flatbush (CD17),Annual Average 2011,12/1/10,23.62
213440,Nitrogen dioxide (NO2),CD,317,East Flatbush (CD17),Summer 2014,6/1/14,15.04
167668,Nitrogen dioxide (NO2),CD,318,Flatlands and Canarsie (CD18),Annual Average 2011,12/1/10,19.24
167550,Nitrogen dioxide (NO2),CD,318,Flatlands and Canarsie (CD18),Annual Average 2009,12/1/08,20.26
213441,Nitrogen dioxide (NO2),CD,318,Flatlands and Canarsie (CD18),Summer 2014,6/1/14,11.2
167535,Nitrogen dioxide (NO2),CD,303,Bedford Stuyvesant (CD3),Annual Average 2009,12/1/08,27.55
167653,Nitrogen dioxide (NO2),CD,303,Bedford Stuyvesant (CD3),Annual Average 2011,12/1/10,25.92
336799,Nitrogen dioxide (NO2),CD,303,Bedford Stuyvesant (CD3),Annual Average 2015,1/1/15,21.26
667681,Nitrogen dioxide (NO2),CD,304,Bushwick (CD4),Annual Average 2020,1/1/20,17.47
213225,Nitrogen dioxide (NO2),CD,103,Lower East Side and Chinatown (CD3),Winter 2013-14,12/1/13,32.23
175255,Nitrogen dioxide (NO2),UHF42,107,Hunts Point - Mott Haven,Winter 2008-09,12/1/08,30.82
643336,Nitrogen dioxide (NO2),UHF42,107,Hunts Point - Mott Haven,Annual Average 2019,1/1/19,18.75
175261,Nitrogen dioxide (NO2),UHF42,206,Borough Park,Winter 2008-09,12/1/08,29.68
603061,Nitrogen dioxide (NO2),CD,401,Long Island City and Astoria (CD1),Winter 2017-18,12/1/17,25.96
643675,Nitrogen dioxide (NO2),CD,401,Long Island City and Astoria (CD1),Annual Average 2019,1/1/19,18.4
165764,Nitrogen dioxide (NO2),CD,302,Fort Greene and Brooklyn Heights (CD2),Winter 2008-09,12/1/08,34.5
412698,Nitrogen dioxide (NO2),CD,202,Hunts Point and Longwood (CD2),Summer 2016,6/1/16,15.53
741163,Nitrogen dioxide (NO2),CD,202,Hunts Point and Longwood (CD2),Winter 2020-21,12/1/20,22.38
412694,Nitrogen dioxide (NO2),CD,201,Mott Haven and Melrose (CD1),Winter 2015-16,12/1/15,24.83
741160,Nitrogen dioxide (NO2),CD,201,Mott Haven and Melrose (CD1),Winter 2020-21,12/1/20,22.12
166696,Nitrogen dioxide (NO2),CD,202,Hunts Point and Longwood (CD2),Summer 2010,6/1/10,20.53
166755,Nitrogen dioxide (NO2),CD,202,Hunts Point and Longwood (CD2),Summer 2011,6/1/11,19.4
166684,Nitrogen dioxide (NO2),CD,102,Greenwich Village and Soho (CD2),Summer 2010,6/1/10,29.66
166743,Nitrogen dioxide (NO2),CD,102,Greenwich Village and Soho (CD2),Summer 2011,6/1/11,29.44
166739,Nitrogen dioxide (NO2),CD,501,St. George and Stapleton (CD1),Summer 2010,6/1/10,16.26
166798,Nitrogen dioxide (NO2),CD,501,St. George and Stapleton (CD1),Summer 2011,6/1/11,16.24
412784,Nitrogen dioxide (NO2),CD,401,Long Island City and Astoria (CD1),Winter 2015-16,12/1/15,24.39
336761,Nitrogen dioxide (NO2),CD,202,Hunts Point and Longwood (CD2),Summer 2015,6/1/15,16.41
167581,Nitrogen dioxide (NO2),CD,202,Hunts Point and Longwood (CD2),Annual Average 2010,12/1/09,23.88
131423,Asthma emergency department visits due to PM2.5,UHF42,206,Borough Park,2009-2011,1/1/09,19.5
131448,Asthma emergency department visits due to PM2.5,UHF42,410,Rockaways,2009-2011,1/1/09,111.8
131447,Asthma emergency department visits due to PM2.5,UHF42,409,Southeast Queens,2009-2011,1/1/09,70.5
628449,Asthma emergency department visits due to PM2.5,UHF42,206,Borough Park,2015-2017,1/1/15,15.8
336722,Nitrogen dioxide (NO2),CD,101,Financial District (CD1),Summer 2015,6/1/15,23.01
165976,Nitrogen dioxide (NO2),CD,102,Greenwich Village and Soho (CD2),Winter 2012-13,12/1/12,32.72
167569,Nitrogen dioxide (NO2),CD,102,Greenwich Village and Soho (CD2),Annual Average 2010,12/1/09,31.83
336725,Nitrogen dioxide (NO2),CD,102,Greenwich Village and Soho (CD2),Summer 2015,6/1/15,22.41
167624,Nitrogen dioxide (NO2),CD,501,St. George and Stapleton (CD1),Annual Average 2010,12/1/09,19.33
216620,Ozone (O3),CD,502,South Beach and Willowbrook (CD2),Summer 2009,6/1/09,26.99
216422,Ozone (O3),CD,301,Greenpoint and Williamsburg (CD1),Summer 2009,6/1/09,25.45
216530,Ozone (O3),CD,401,Long Island City and Astoria (CD1),Summer 2009,6/1/09,26.26
216614,Ozone (O3),CD,501,St. George and Stapleton (CD1),Summer 2009,6/1/09,24.87
213263,Nitrogen dioxide (NO2),CD,317,East Flatbush (CD17),Winter 2013-14,12/1/13,28.44
213264,Nitrogen dioxide (NO2),CD,318,Flatlands and Canarsie (CD18),Winter 2013-14,12/1/13,25.43
213249,Nitrogen dioxide (NO2),CD,303,Bedford Stuyvesant (CD3),Winter 2013-14,12/1/13,29.76
643627,Nitrogen dioxide (NO2),CD,303,Bedford Stuyvesant (CD3),Annual Average 2019,1/1/19,18.35
643630,Nitrogen dioxide (NO2),CD,304,Bushwick (CD4),Annual Average 2019,1/1/19,18.16
166697,Nitrogen dioxide (NO2),CD,203,Morrisania and Crotona (CD3),Summer 2010,6/1/10,22.1
412700,Nitrogen dioxide (NO2),CD,203,Morrisania and Crotona (CD3),Winter 2015-16,12/1/15,23.92
741169,Nitrogen dioxide (NO2),CD,204,Highbridge and Concourse (CD4),Winter 2020-21,12/1/20,21.51
412779,Nitrogen dioxide (NO2),CD,317,East Flatbush (CD17),Summer 2016,6/1/16,13.96
166783,Nitrogen dioxide (NO2),CD,318,Flatlands and Canarsie (CD18),Summer 2011,6/1/11,14.28
166724,Nitrogen dioxide (NO2),CD,318,Flatlands and Canarsie (CD18),Summer 2010,6/1/10,14.3
166709,Nitrogen dioxide (NO2),CD,303,Bedford Stuyvesant (CD3),Summer 2010,6/1/10,21.54
166768,Nitrogen dioxide (NO2),CD,303,Bedford Stuyvesant (CD3),Summer 2011,6/1/11,21.38
412737,Nitrogen dioxide (NO2),CD,303,Bedford Stuyvesant (CD3),Summer 2016,6/1/16,16.02
412736,Nitrogen dioxide (NO2),CD,303,Bedford Stuyvesant (CD3),Winter 2015-16,12/1/15,25.21
165989,Nitrogen dioxide (NO2),CD,203,Morrisania and Crotona (CD3),Winter 2012-13,12/1/12,26.69
167582,Nitrogen dioxide (NO2),CD,203,Morrisania and Crotona (CD3),Annual Average 2010,12/1/09,25
667610,Nitrogen dioxide (NO2),CD,204,Highbridge and Concourse (CD4),Winter 2019-20,12/1/19,25.84
131454,Asthma emergency department visits due to PM2.5,Borough,1,Bronx,2009-2011,1/1/09,128.2
628443,Asthma emergency department visits due to PM2.5,UHF42,107,Hunts Point - Mott Haven,2015-2017,1/1/15,194.7
131446,Asthma emergency department visits due to PM2.5,UHF42,408,Jamaica,2009-2011,1/1/09,115.8
131445,Asthma emergency department visits due to PM2.5,UHF42,407,Southwest Queens,2009-2011,1/1/09,80
518884,Asthma emergency department visits due to PM2.5,Borough,2,Brooklyn,2012-2014,1/2/12,81.79
628450,Asthma emergency department visits due to PM2.5,UHF42,207,East Flatbush - Flatbush,2015-2017,1/1/15,84.2
628461,Asthma emergency department visits due to PM2.5,UHF42,307,Gramercy Park - Murray Hill,2015-2017,1/1/15,44.5
628462,Asthma emergency department visits due to PM2.5,UHF42,308,Greenwich Village - SoHo,2015-2017,1/1/15,14.2
628472,Asthma emergency department visits due to PM2.5,UHF42,408,Jamaica,2015-2017,1/1/15,69.6
667532,Nitrogen dioxide (NO2),CD,103,Lower East Side and Chinatown (CD3),Winter 2019-20,12/1/19,29.78
216362,Ozone (O3),CD,203,Morrisania and Crotona (CD3),Summer 2009,6/1/09,23.39
216368,Ozone (O3),CD,204,Highbridge and Concourse (CD4),Summer 2009,6/1/09,22.3
334275,Fine particles (PM 2.5),CD,307,Sunset Park (CD7),Winter 2014-15,12/1/14,9.73
547690,Fine particles (PM 2.5),CD,307,Sunset Park (CD7),Annual Average 2017,1/1/17,8.17
212923,Fine particles (PM 2.5),UHF42,104,Pelham - Throgs Neck,Annual Average 2014,12/1/13,8.97
179512,Fine particles (PM 2.5),Borough,5,Staten Island,Winter 2011-12,12/1/11,8.42
177282,Fine particles (PM 2.5),UHF42,211,Williamsburg - Bushwick,Winter 2011-12,12/1/11,11.01
547419,Fine particles (PM 2.5),UHF42,211,Williamsburg - Bushwick,Summer 2017,6/1/17,9.87
605715,Fine particles (PM 2.5),UHF42,211,Williamsburg - Bushwick,Summer 2018,6/1/18,9.31
168567,Fine particles (PM 2.5),CD,414,Rockaway and Broad Channel (CD14),Winter 2010-11,12/1/10,10.28
169334,Fine particles (PM 2.5),CD,414,Rockaway and Broad Channel (CD14),Summer 2009,6/1/09,9.6
547743,Fine particles (PM 2.5),CD,407,Flushing and Whitestone (CD7),Summer 2017,6/1/17,8.92
547745,Fine particles (PM 2.5),CD,407,Flushing and Whitestone (CD7),Winter 2016-17,12/1/16,8.04
669954,Fine particles (PM 2.5),CD,407,Flushing and Whitestone (CD7),Summer 2020,6/1/20,7.06
168501,Fine particles (PM 2.5),CD,407,Flushing and Whitestone (CD7),Winter 2009-10,12/1/09,9.58
214163,Fine particles (PM 2.5),CD,414,Rockaway and Broad Channel (CD14),Annual Average 2014,12/1/13,7.69
547764,Fine particles (PM 2.5),CD,414,Rockaway and Broad Channel (CD14),Summer 2017,6/1/17,7.73
547766,Fine particles (PM 2.5),CD,414,Rockaway and Broad Channel (CD14),Winter 2016-17,12/1/16,7.29
741216,Nitrogen dioxide (NO2),CD,307,Sunset Park (CD7),Annual Average 2021,1/1/21,18.06
550104,Nitrogen dioxide (NO2),CD,314,Flatbush and Midwood (CD14),Winter 2016-17,12/1/16,24.72
667185,Nitrogen dioxide (NO2),UHF42,304,Upper West Side,Summer 2020,6/1/20,15.07
549452,Ozone (O3),CD,407,Flushing and Whitestone (CD7),Summer 2017,6/1/17,30.28
605355,Ozone (O3),CD,407,Flushing and Whitestone (CD7),Summer 2018,6/1/18,31.29
671099,Ozone (O3),CD,407,Flushing and Whitestone (CD7),Summer 2020,6/1/20,31.56
121650,Ozone (O3),CD,107,Upper West Side (CD7),2-Year Summer Average 2009-2010,6/1/09,24.37
549410,Ozone (O3),CD,107,Upper West Side (CD7),Summer 2017,6/1/17,25.57
670896,Ozone (O3),CD,107,Upper West Side (CD7),Summer 2020,6/1/20,29
606060,Fine particles (PM 2.5),CD,414,Rockaway and Broad Channel (CD14),Summer 2018,6/1/18,7.75
334329,Fine particles (PM 2.5),CD,407,Flushing and Whitestone (CD7),Winter 2014-15,12/1/14,9.27
